Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Quantity,Segment,Country,City,State,Discount,Profit,Product ID,Category,Sub-Category,Product Name,Sales
787,CA-2017-129567,3/17/2017,3/21/2017,Second Class,CL-12565,2,Consumer,United States,Lancaster,California,0.2,5.8914,OFF-BI-10000014,Office Supplies,Binders,Heavy-Duty E-Z-D Binders,17.456
788,CA-2015-154620,12-12-2015,12/16/2015,Standard Class,LT-17110,2,Consumer,United States,Lancaster,California,0.2,34.8928,FUR-CH-10004675,Furniture,Chairs,"Lifetime Advantage Folding Chairs, 4/Carton",348.928
789,CA-2015-115938,6/26/2015,6/30/2015,Standard Class,SA-20830,4,Consumer,United States,Richmond,Virginia,0,69.1008,OFF-BI-10001543,Office Supplies,Binders,GBC VeloBinder Manual Binding System,143.96
790,CA-2015-115938,6/26/2015,6/30/2015,Standard Class,SA-20830,1,Consumer,United States,Richmond,Virginia,0,4.1634,OFF-ST-10001321,Office Supplies,Storage,"Decoflex Hanging Personal Folder File, Blue",15.42
791,CA-2015-115938,6/26/2015,6/30/2015,Standard Class,SA-20830,8,Consumer,United States,Richmond,Virginia,0,21.0896,OFF-BI-10001132,Office Supplies,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 9 1/2"" X 11""",43.04
792,CA-2015-115938,6/26/2015,6/30/2015,Standard Class,SA-20830,3,Consumer,United States,Richmond,Virginia,0,79.9056,FUR-CH-10003199,Furniture,Chairs,Office Star - Contemporary Task Swivel Chair,332.94
793,CA-2016-105256,5/20/2016,5/20/2016,Same Day,JK-15730,5,Consumer,United States,Asheville,North Carolina,0.2,85.2475,TEC-PH-10001530,Technology,Phones,Cisco Unified IP Phone 7945G VoIP phone,1363.96
794,CA-2014-156433,9/20/2014,9/26/2014,Standard Class,ES-14020,2,Consumer,United States,San Francisco,California,0,4.5816,OFF-LA-10001569,Office Supplies,Labels,Avery 499,9.96
795,CA-2014-156433,9/20/2014,9/26/2014,Standard Class,ES-14020,4,Consumer,United States,San Francisco,California,0,10.6428,OFF-PA-10003724,Office Supplies,Paper,"Wirebound Message Book, 4 per Page",21.72
796,CA-2017-151428,9/21/2017,9/26/2017,Standard Class,RH-19495,7,Consumer,United States,Rochester,Minnesota,0,9.8784,OFF-BI-10000546,Office Supplies,Binders,Avery Durable Binders,20.16
797,CA-2015-124653,12/24/2015,12/26/2015,First Class,DB-13120,7,Corporate,United States,Rochester,New York,0,63.7392,OFF-PA-10000176,Office Supplies,Paper,Xerox 1887,132.79
798,CA-2015-124653,12/24/2015,12/26/2015,First Class,DB-13120,2,Corporate,United States,Rochester,New York,0,6.2208,OFF-PA-10002365,Office Supplies,Paper,Xerox 1967,12.96
799,CA-2015-124653,12/24/2015,12/26/2015,First Class,DB-13120,7,Corporate,United States,Rochester,New York,0,10.3488,OFF-LA-10002271,Office Supplies,Labels,Smead Alpha-Z Color-Coded Second Alphabetical Labels and Starter Set,21.56
800,CA-2015-101910,11/27/2015,12-03-2015,Standard Class,CD-11920,5,Consumer,United States,Lake Elsinore,California,0.2,17.745,FUR-CH-10002647,Furniture,Chairs,"Situations Contoured Folding Chairs, 4/Set",283.92
801,CA-2017-105809,2/20/2017,2/23/2017,First Class,HW-14935,1,Corporate,United States,San Diego,California,0,7.3359,FUR-FU-10004090,Furniture,Furnishings,"Executive Impressions 14"" Contract Wall Clock",22.23
802,CA-2017-105809,2/20/2017,2/23/2017,First Class,HW-14935,2,Corporate,United States,San Diego,California,0.2,18.8972,TEC-PH-10001580,Technology,Phones,Logitech Mobile Speakerphone P710e - speaker phone,215.968
803,CA-2016-136133,8/18/2016,8/23/2016,Second Class,HW-14935,9,Corporate,United States,New York City,New York,0,99.4896,OFF-AP-10000576,Office Supplies,Appliances,Belkin 7 Outlet SurgeMaster II,355.32
804,CA-2016-115504,03-12-2016,3/17/2016,Standard Class,MC-18130,2,Corporate,United States,Monroe,Louisiana,0,6.2208,OFF-PA-10003953,Office Supplies,Paper,Xerox 218,12.96
805,CA-2017-135783,4/22/2017,4/24/2017,First Class,GM-14440,2,Consumer,United States,San Francisco,California,0,6.2152,FUR-FU-10000794,Furniture,Furnishings,"Eldon Stackable Tray, Side-Load, Legal, Smoke",18.28
806,CA-2014-134313,11-01-2014,11-07-2014,Standard Class,RA-19915,3,Consumer,United States,Denver,Colorado,0.2,4.3176,OFF-AR-10001897,Office Supplies,Art,Model L Table or Wall-Mount Pencil Sharpener,43.176
807,CA-2014-134313,11-01-2014,11-07-2014,Standard Class,RA-19915,4,Consumer,United States,Denver,Colorado,0.2,247.996,TEC-PH-10001795,Technology,Phones,ClearOne CHATAttach 160 - speaker phone,1983.968
808,CA-2015-140921,02-03-2015,02-05-2015,First Class,AA-10375,2,Consumer,United States,Omaha,Nebraska,0,11.076,FUR-FU-10003347,Furniture,Furnishings,Coloredge Poster Frame,28.4
809,CA-2015-140921,02-03-2015,02-05-2015,First Class,AA-10375,3,Consumer,United States,Omaha,Nebraska,0,50.9898,TEC-AC-10004901,Technology,Accessories,Kensington SlimBlade Notebook Wireless Mouse with Nano Receiver ,149.97
810,CA-2014-151995,10/13/2014,10/15/2014,First Class,ZC-21910,4,Consumer,United States,Edmonds,Washington,0,3.2256,OFF-AR-10003190,Office Supplies,Art,Newell 32,11.52
811,CA-2014-151995,10/13/2014,10/15/2014,First Class,ZC-21910,5,Consumer,United States,Edmonds,Washington,0,311.652,FUR-TA-10002903,Furniture,Tables,"Bevis Round Bullnose 29"" High Table Top",1298.55
812,CA-2014-151995,10/13/2014,10/15/2014,First Class,ZC-21910,4,Consumer,United States,Edmonds,Washington,0,62.0368,OFF-AP-10000240,Office Supplies,Appliances,Belkin F9G930V10-GRY 9 Outlet Surge,213.92
813,CA-2014-151995,10/13/2014,10/15/2014,First Class,ZC-21910,2,Consumer,United States,Edmonds,Washington,0,2.578,TEC-AC-10001101,Technology,Accessories,Sony 16GB Class 10 Micro SDHC R40 Memory Card,25.78
814,CA-2017-143686,5/14/2017,5/14/2017,Same Day,PJ-19015,2,Consumer,United States,Santa Ana,California,0,6.2152,FUR-FU-10000794,Furniture,Furnishings,"Eldon Stackable Tray, Side-Load, Legal, Smoke",18.28
815,CA-2017-143686,5/14/2017,5/14/2017,Same Day,PJ-19015,7,Consumer,United States,Santa Ana,California,0,601.9699,TEC-AC-10001838,Technology,Accessories,Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset,1399.93
816,CA-2015-106565,3/20/2015,3/23/2015,First Class,BW-11110,8,Corporate,United States,Milwaukee,Wisconsin,0,24.8832,OFF-PA-10000061,Office Supplies,Paper,Xerox 205,51.84
817,CA-2016-149370,9/15/2016,9/19/2016,Standard Class,DB-13210,1,Consumer,United States,Philadelphia,Pennsylvania,0.2,1.8704,OFF-PA-10003651,Office Supplies,Paper,Xerox 1968,5.344
818,CA-2014-140858,6/28/2014,07-02-2014,Standard Class,CA-12775,8,Consumer,United States,Philadelphia,Pennsylvania,0.2,14.5152,OFF-PA-10000304,Office Supplies,Paper,Xerox 1995,41.472
819,CA-2014-140858,6/28/2014,07-02-2014,Standard Class,CA-12775,3,Consumer,United States,Philadelphia,Pennsylvania,0.7,-2.4288,OFF-BI-10003094,Office Supplies,Binders,Self-Adhesive Ring Binder Labels,3.168
820,CA-2014-140858,6/28/2014,07-02-2014,Standard Class,CA-12775,5,Consumer,United States,Philadelphia,Pennsylvania,0.3,0,FUR-CH-10001394,Furniture,Chairs,Global Leather Executive Chair,1228.465
821,CA-2014-140858,6/28/2014,07-02-2014,Standard Class,CA-12775,3,Consumer,United States,Philadelphia,Pennsylvania,0.7,-22.7964,OFF-BI-10004230,Office Supplies,Binders,GBC Recycled Grain Textured Covers,31.086
822,CA-2014-140858,6/28/2014,07-02-2014,Standard Class,CA-12775,4,Consumer,United States,Philadelphia,Pennsylvania,0.2,117.432,OFF-PA-10003395,Office Supplies,Paper,Xerox 1941,335.52
823,CA-2017-101434,6/20/2017,6/27/2017,Standard Class,TR-21325,3,Consumer,United States,Belleville,New Jersey,0,71.991,TEC-AC-10002402,Technology,Accessories,Razer Kraken PRO Over Ear PC and Music Headset,239.97
824,CA-2017-101434,6/20/2017,6/27/2017,Standard Class,TR-21325,2,Consumer,United States,Belleville,New Jersey,0,4.8118,OFF-LA-10003223,Office Supplies,Labels,Avery 508,9.82
825,US-2014-102071,05-09-2014,5/15/2014,Standard Class,PG-18820,4,Consumer,United States,San Francisco,California,0,4.068,TEC-AC-10003441,Technology,Accessories,Kingston Digital DataTraveler 32GB USB 2.0,67.8
826,US-2014-102071,05-09-2014,5/15/2014,Standard Class,PG-18820,3,Consumer,United States,San Francisco,California,0,40.3128,TEC-AC-10000109,Technology,Accessories,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,167.97
827,CA-2017-126956,8/21/2017,8/28/2017,Standard Class,GT-14710,7,Consumer,United States,Lakeville,Minnesota,0,16.8,OFF-FA-10002280,Office Supplies,Fasteners,Advantus Plastic Paper Clips,35
828,CA-2017-126956,8/21/2017,8/28/2017,Standard Class,GT-14710,4,Consumer,United States,Lakeville,Minnesota,0,10.7996,OFF-SU-10000381,Office Supplies,Supplies,Acme Forged Steel Scissors with Black Enamel Handles,37.24
829,CA-2017-126956,8/21/2017,8/28/2017,Standard Class,GT-14710,2,Consumer,United States,Lakeville,Minnesota,0,7.4872,OFF-EN-10004459,Office Supplies,Envelopes,Security-Tint Envelopes,15.28
830,CA-2017-129462,6/16/2017,6/21/2017,Second Class,JE-15745,2,Consumer,United States,Florence,Kentucky,0,90.588,FUR-CH-10000665,Furniture,Chairs,"Global Airflow Leather Mesh Back Chair, Black",301.96
831,CA-2017-129462,6/16/2017,6/21/2017,Second Class,JE-15745,3,Consumer,United States,Florence,Kentucky,0,50.5848,OFF-AP-10003884,Office Supplies,Appliances,"Fellowes Smart Surge Ten-Outlet Protector, Platinum",180.66
832,CA-2017-129462,6/16/2017,6/21/2017,Second Class,JE-15745,2,Consumer,United States,Florence,Kentucky,0,51.8346,TEC-PH-10001557,Technology,Phones,Pyle PMP37LED,191.98
833,CA-2017-129462,6/16/2017,6/21/2017,Second Class,JE-15745,1,Consumer,United States,Florence,Kentucky,0,17.1574,TEC-PH-10002085,Technology,Phones,Clarity 53712,65.99
834,CA-2016-165316,7/23/2016,7/27/2016,Standard Class,JB-15400,2,Corporate,United States,Tampa,Florida,0.2,2.6412,OFF-AR-10002956,Office Supplies,Art,Boston 16801 Nautilus Battery Pencil Sharpener,35.216
835,CA-2016-165316,7/23/2016,7/27/2016,Standard Class,JB-15400,2,Corporate,United States,Tampa,Florida,0.2,6.5164,OFF-AP-10003266,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Large Room",23.696
836,CA-2016-165316,7/23/2016,7/27/2016,Standard Class,JB-15400,1,Corporate,United States,Tampa,Florida,0.5,-111.4995,TEC-MA-10004002,Technology,Machines,Zebra GX420t Direct Thermal/Thermal Transfer Printer,265.475
837,US-2014-115987,09-08-2014,9/13/2014,Second Class,LH-17020,4,Consumer,United States,Tyler,Texas,0.8,-79.3352,OFF-BI-10001071,Office Supplies,Binders,GBC ProClick Punch Binding System,51.184
838,US-2017-156083,11-04-2017,11-11-2017,Standard Class,JL-15175,2,Home Office,United States,Columbia,Tennessee,0.2,3.2616,OFF-PA-10001560,Office Supplies,Paper,"Adams Telephone Message Books, 5 1/4” x 11”",9.664
839,US-2016-137547,03-07-2016,03-12-2016,Standard Class,EB-13705,3,Corporate,United States,Fort Worth,Texas,0.2,1.5804,TEC-PH-10002365,Technology,Phones,Belkin Grip Candy Sheer Case / Cover for iPhone 5 and 5S,21.072
840,CA-2015-100454,11/20/2015,11/25/2015,Standard Class,BM-11650,3,Corporate,United States,New York City,New York,0,16.3215,OFF-AR-10004648,Office Supplies,Art,Boston 19500 Mighty Mite Electric Pencil Sharpener,60.45
841,CA-2015-100454,11/20/2015,11/25/2015,Standard Class,BM-11650,4,Corporate,United States,New York City,New York,0,3.3408,OFF-AR-10002578,Office Supplies,Art,Newell 335,11.52
842,CA-2015-100454,11/20/2015,11/25/2015,Standard Class,BM-11650,4,Corporate,United States,New York City,New York,0.2,9.3024,FUR-BO-10001519,Furniture,Bookcases,O'Sullivan 3-Shelf Heavy-Duty Bookcases,186.048
843,CA-2016-161669,11-07-2016,11-09-2016,First Class,EM-14095,4,Corporate,United States,Los Angeles,California,0.2,11.7,OFF-BI-10001294,Office Supplies,Binders,Fellowes Binding Cases,37.44
844,CA-2016-161669,11-07-2016,11-09-2016,First Class,EM-14095,4,Corporate,United States,Los Angeles,California,0.2,8.7672,OFF-BI-10001636,Office Supplies,Binders,Ibico Plastic and Wire Spiral Binding Combs,26.976
845,CA-2016-161669,11-07-2016,11-09-2016,First Class,EM-14095,2,Corporate,United States,Los Angeles,California,0,3.2944,OFF-SU-10002503,Office Supplies,Supplies,Acme Preferred Stainless Steel Scissors,11.36
846,CA-2016-161669,11-07-2016,11-09-2016,First Class,EM-14095,2,Corporate,United States,Los Angeles,California,0,6.8714,OFF-LA-10004093,Office Supplies,Labels,Avery 486,14.62
847,CA-2015-114300,10/13/2015,10/17/2015,Standard Class,AF-10885,7,Consumer,United States,Louisville,Kentucky,0,23.4416,TEC-PH-10001552,Technology,Phones,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,83.72
848,CA-2015-114300,10/13/2015,10/17/2015,Standard Class,AF-10885,3,Consumer,United States,Louisville,Kentucky,0,77.7438,FUR-CH-10001891,Furniture,Chairs,Global Deluxe Office Fabric Chairs,287.94
849,CA-2017-107503,01-01-2017,01-06-2017,Standard Class,GA-14725,4,Consumer,United States,Lorain,Ohio,0.2,8.5568,FUR-FU-10003878,Furniture,Furnishings,"Linden 10"" Round Wall Clock, Black",48.896
850,CA-2014-107755,02-07-2014,02-12-2014,Standard Class,CK-12760,7,Corporate,United States,Linden,New Jersey,0,49.6048,TEC-AC-10000710,Technology,Accessories,Maxell DVD-RAM Discs,115.36
851,CA-2016-152534,6/20/2016,6/25/2016,Second Class,DP-13105,2,Corporate,United States,Salinas,California,0,1.3416,OFF-AR-10002335,Office Supplies,Art,DIXON Oriole Pencils,5.16
852,CA-2016-152534,6/20/2016,6/25/2016,Second Class,DP-13105,6,Corporate,United States,Salinas,California,0,18.6624,OFF-PA-10001870,Office Supplies,Paper,Xerox 202,38.88
853,CA-2016-113747,5/28/2016,06-04-2016,Standard Class,VD-21670,6,Consumer,United States,Jackson,Mississippi,0,50.1876,OFF-AR-10003373,Office Supplies,Art,"Boston School Pro Electric Pencil Sharpener, 1670",185.88
854,CA-2016-123274,2/19/2016,2/24/2016,Standard Class,GT-14710,2,Consumer,United States,New York City,New York,0,14.6718,FUR-FU-10004090,Furniture,Furnishings,"Executive Impressions 14"" Contract Wall Clock",44.46
855,CA-2016-123274,2/19/2016,2/24/2016,Standard Class,GT-14710,3,Consumer,United States,New York City,New York,0,9.7176,OFF-ST-10000736,Office Supplies,Storage,Carina Double Wide Media Storage Towers in Natural & Black,242.94
856,CA-2014-125612,08-03-2014,08-08-2014,Standard Class,BK-11260,2,Consumer,United States,New York City,New York,0,18.7812,OFF-PA-10001019,Office Supplies,Paper,Xerox 1884,39.96
857,CA-2014-125612,08-03-2014,08-08-2014,Standard Class,BK-11260,10,Consumer,United States,New York City,New York,0,26.598,OFF-SU-10002537,Office Supplies,Supplies,Acme Box Cutter Scissors,102.3
858,CA-2014-125612,08-03-2014,08-08-2014,Standard Class,BK-11260,2,Consumer,United States,New York City,New York,0,5.7672,OFF-ST-10003221,Office Supplies,Storage,Staple magnet,21.36
859,CA-2017-161984,04-10-2017,4/15/2017,Standard Class,SJ-20125,1,Home Office,United States,New Brunswick,New Jersey,0,3.5767,OFF-PA-10004569,Office Supplies,Paper,"Wirebound Message Books, Two 4 1/4"" x 5"" Forms per Page",7.61
860,CA-2017-161984,04-10-2017,4/15/2017,Standard Class,SJ-20125,2,Home Office,United States,New Brunswick,New Jersey,0,3.58,OFF-FA-10000624,Office Supplies,Fasteners,OIC Binder Clips,7.16
861,CA-2014-133851,06-09-2014,6/16/2014,Standard Class,CM-12445,2,Consumer,United States,San Francisco,California,0,0.1472,OFF-SU-10001225,Office Supplies,Supplies,Staple remover,7.36
862,CA-2014-133851,06-09-2014,6/16/2014,Standard Class,CM-12445,2,Consumer,United States,San Francisco,California,0,10.626,OFF-AR-10003752,Office Supplies,Art,Deluxe Chalkboard Eraser Cleaner,23.1
863,CA-2016-134474,01-05-2016,01-07-2016,Second Class,AJ-10795,6,Corporate,United States,Jacksonville,Florida,0.2,40.6878,TEC-AC-10001714,Technology,Accessories,Logitech MX Performance Wireless Mouse,191.472
864,CA-2016-134474,01-05-2016,01-07-2016,Second Class,AJ-10795,2,Corporate,United States,Jacksonville,Florida,0.2,0.5904,OFF-AR-10003958,Office Supplies,Art,Newell 337,5.248
865,CA-2016-134474,01-05-2016,01-07-2016,Second Class,AJ-10795,2,Corporate,United States,Jacksonville,Florida,0.2,5.1786,TEC-PH-10002923,Technology,Phones,"Logitech B530 USB Headset - headset - Full size, Binaural",59.184
866,CA-2014-149020,01-10-2014,1/15/2014,Standard Class,AJ-10780,1,Corporate,United States,Springfield,Virginia,0,1.3583,OFF-LA-10004272,Office Supplies,Labels,Avery 482,2.89
867,CA-2014-149020,01-10-2014,1/15/2014,Standard Class,AJ-10780,1,Corporate,United States,Springfield,Virginia,0,21.2954,FUR-FU-10000965,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",51.94
868,CA-2016-134362,9/29/2016,10-02-2016,First Class,LS-16945,4,Corporate,United States,Philadelphia,Pennsylvania,0.2,5.1792,OFF-LA-10004853,Office Supplies,Labels,Avery 483,15.936
869,CA-2014-136742,04-06-2014,04-10-2014,Standard Class,GP-14740,6,Corporate,United States,Lancaster,Pennsylvania,0.7,-35.928,OFF-BI-10003719,Office Supplies,Binders,Large Capacity Hanging Post Binders,44.91
870,CA-2016-158099,09-03-2016,09-05-2016,First Class,PK-18910,5,Home Office,United States,Philadelphia,Pennsylvania,0.7,-760.98,OFF-BI-10000545,Office Supplies,Binders,GBC Ibimaster 500 Manual ProClick Binding System,1141.47
871,CA-2016-158099,09-03-2016,09-05-2016,First Class,PK-18910,3,Home Office,United States,Philadelphia,Pennsylvania,0.4,-46.797,TEC-PH-10002496,Technology,Phones,Cisco SPA301,280.782
872,CA-2015-131128,10/19/2015,10/20/2015,First Class,TB-21520,3,Consumer,United States,Concord,New Hampshire,0,17.22,OFF-PA-10003591,Office Supplies,Paper,Southworth 100% Cotton The Best Paper,34.44
873,CA-2014-148488,12-10-2014,12/15/2014,Standard Class,SM-20005,2,Consumer,United States,New York City,New York,0,5.2256,OFF-PA-10004470,Office Supplies,Paper,"Adams Write n' Stick Phone Message Book, 11"" X 5 1/4"", 200 Messages",11.36
874,CA-2014-148488,12-10-2014,12/15/2014,Standard Class,SM-20005,7,Consumer,United States,New York City,New York,0.2,37.2204,OFF-BI-10000315,Office Supplies,Binders,Poly Designer Cover & Back,106.344
875,CA-2017-114636,8/25/2017,8/29/2017,Standard Class,GA-14725,5,Consumer,United States,Charlotte,North Carolina,0.2,67.256,OFF-PA-10001790,Office Supplies,Paper,Xerox 1910,192.16
876,CA-2016-116736,1/17/2016,1/21/2016,Standard Class,CC-12430,3,Home Office,United States,Concord,New Hampshire,0,64.518,FUR-FU-10004017,Furniture,Furnishings,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",322.59
877,CA-2016-116736,1/17/2016,1/21/2016,Standard Class,CC-12430,1,Home Office,United States,Concord,New Hampshire,0,13.1956,TEC-AC-10003628,Technology,Accessories,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,29.99
878,CA-2016-116736,1/17/2016,1/21/2016,Standard Class,CC-12430,3,Home Office,United States,Concord,New Hampshire,0,66.9546,TEC-AC-10002049,Technology,Accessories,Logitech G19 Programmable Gaming Keyboard,371.97
879,US-2014-158638,9/17/2014,9/21/2014,Standard Class,AG-10765,4,Home Office,United States,Philadelphia,Pennsylvania,0.7,-4.1244,OFF-BI-10003712,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",5.892
880,CA-2017-111689,11/30/2017,12-02-2017,Second Class,HP-14815,3,Home Office,United States,New York City,New York,0.2,23.1093,OFF-BI-10003984,Office Supplies,Binders,Lock-Up Easel 'Spel-Binder',68.472
881,CA-2017-111689,11/30/2017,12-02-2017,Second Class,HP-14815,5,Home Office,United States,New York City,New York,0.1,262.39,FUR-CH-10004287,Furniture,Chairs,SAFCO Arco Folding Chair,1242.9
882,CA-2015-129098,10-09-2015,10/13/2015,Standard Class,DK-13090,2,Consumer,United States,Springfield,Virginia,0,8.3268,OFF-ST-10001321,Office Supplies,Storage,"Decoflex Hanging Personal Folder File, Blue",30.84
883,US-2017-123463,12/23/2017,12/23/2017,Same Day,GZ-14470,4,Consumer,United States,San Francisco,California,0,5.9312,OFF-AR-10001118,Office Supplies,Art,"Binney & Smith Crayola Metallic Crayons, 16-Color Pack",13.48
884,CA-2016-165148,10/22/2016,10/24/2016,First Class,PM-19135,5,Home Office,United States,Detroit,Michigan,0,10.048,FUR-FU-10000732,Furniture,Furnishings,Eldon 200 Class Desk Accessories,31.4
885,CA-2014-134061,4/29/2014,05-04-2014,Standard Class,LL-16840,2,Consumer,United States,Rochester,New York,0,5.9364,FUR-FU-10001424,Furniture,Furnishings,Dax Clear Box Frame,17.46
886,CA-2015-143602,4/25/2015,4/28/2015,Second Class,JS-15595,3,Corporate,United States,Los Angeles,California,0.2,4.5318,OFF-BI-10002071,Office Supplies,Binders,Fellowes Black Plastic Comb Bindings,13.944
887,CA-2017-115364,6/26/2017,07-02-2017,Standard Class,OT-18730,12,Consumer,United States,San Diego,California,0,1.6752,OFF-ST-10002486,Office Supplies,Storage,Eldon Shelf Savers Cubes and Bins,83.76
888,CA-2017-150707,10/14/2017,10/19/2017,Standard Class,EL-13735,7,Home Office,United States,Columbia,Maryland,0,18.4534,OFF-BI-10001078,Office Supplies,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""",37.66
889,CA-2014-104976,12-09-2014,12/16/2014,Standard Class,CK-12760,6,Corporate,United States,San Francisco,California,0,16.9932,OFF-PA-10003845,Office Supplies,Paper,Xerox 1987,34.68
890,CA-2017-132934,6/20/2017,6/26/2017,Standard Class,JE-15475,5,Consumer,United States,New Rochelle,New York,0,14.995,TEC-AC-10000927,Technology,Accessories,Anker Ultrathin Bluetooth Wireless Keyboard Aluminum Cover with Stand ,149.95
891,CA-2017-132934,6/20/2017,6/26/2017,Standard Class,JE-15475,3,Consumer,United States,New Rochelle,New York,0.2,18.6006,OFF-BI-10001098,Office Supplies,Binders,Acco D-Ring Binder w/DublLock,51.312
892,CA-2017-133256,6/26/2017,6/27/2017,First Class,TH-21550,1,Home Office,United States,Detroit,Michigan,0,2.043,OFF-PA-10001622,Office Supplies,Paper,"Ampad Poly Cover Wirebound Steno Book, 6"" x 9"" Assorted Colors, Gregg Ruled",4.54
893,CA-2017-133256,6/26/2017,6/27/2017,First Class,TH-21550,4,Home Office,United States,Detroit,Michigan,0,5.4128,OFF-AR-10003158,Office Supplies,Art,Fluorescent Highlighters by Dixon,15.92
894,CA-2017-133256,6/26/2017,6/27/2017,First Class,TH-21550,8,Home Office,United States,Detroit,Michigan,0,135.98,TEC-PH-10002660,Technology,Phones,Nortel Networks T7316 E Nt8 B27,543.92
895,CA-2016-105494,11-10-2016,11-12-2016,First Class,PC-18745,7,Corporate,United States,San Francisco,California,0,42.0714,OFF-ST-10002205,Office Supplies,Storage,File Shuttle I and Handi-File,155.82
896,CA-2016-105494,11-10-2016,11-12-2016,First Class,PC-18745,3,Corporate,United States,San Francisco,California,0.2,24.5028,OFF-BI-10003364,Office Supplies,Binders,Binding Machine Supplies,70.008
897,CA-2016-140634,10-03-2016,10-06-2016,Second Class,HL-15040,2,Consumer,United States,Houston,Texas,0.2,5.0856,OFF-EN-10001099,Office Supplies,Envelopes,Staple envelope,15.648
898,CA-2014-144407,09-09-2014,9/15/2014,Standard Class,MS-17365,7,Consumer,United States,Detroit,Michigan,0,51.8,OFF-LA-10003923,Office Supplies,Labels,Alphabetical Labels for Top Tab Filing,103.6
899,CA-2017-160983,10/29/2017,10/31/2017,Second Class,GB-14530,8,Corporate,United States,Auburn,New York,0,22.5408,OFF-PA-10002250,Office Supplies,Paper,Things To Do Today Pad,46.96
900,US-2016-114622,04-10-2016,04-12-2016,First Class,JR-16210,2,Corporate,United States,Springfield,Ohio,0.7,-6.5296,OFF-BI-10004716,Office Supplies,Binders,Wilson Jones Hanging Recycled Pressboard Data Binders,8.904
901,CA-2017-150959,11-11-2017,11/13/2017,First Class,TD-20995,5,Consumer,United States,Garland,Texas,0.2,3.393,OFF-LA-10001045,Office Supplies,Labels,Permanent Self-Adhesive File Folder Labels for Typewriters by Universal,10.44
902,CA-2017-150959,11-11-2017,11/13/2017,First Class,TD-20995,4,Consumer,United States,Garland,Texas,0.8,-32.088,OFF-BI-10001510,Office Supplies,Binders,Deluxe Heavy-Duty Vinyl Round Ring Binder,18.336
903,CA-2017-132353,9/15/2017,9/17/2017,First Class,DB-13060,3,Consumer,United States,Chicago,Illinois,0.2,20.2485,TEC-PH-10004536,Technology,Phones,Avaya 5420 Digital phone,323.976
904,CA-2016-130477,04-08-2016,04-12-2016,Standard Class,LC-17140,3,Consumer,United States,Los Angeles,California,0,9.6192,OFF-PA-10002947,Office Supplies,Paper,Xerox 1923,20.04
905,CA-2016-130477,04-08-2016,04-12-2016,Standard Class,LC-17140,2,Consumer,United States,Los Angeles,California,0,2.5984,OFF-ST-10002583,Office Supplies,Storage,Fellowes Neat Ideas Storage Cubes,64.96
906,CA-2016-130477,04-08-2016,04-12-2016,Standard Class,LC-17140,2,Consumer,United States,Los Angeles,California,0,6.2208,OFF-PA-10000019,Office Supplies,Paper,Xerox 1931,12.96
907,CA-2017-143259,12/30/2017,01-03-2018,Standard Class,PO-18865,4,Consumer,United States,New York City,New York,0.2,12.1176,FUR-BO-10003441,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Fully Assembled",323.136
908,CA-2017-143259,12/30/2017,01-03-2018,Standard Class,PO-18865,7,Consumer,United States,New York City,New York,0,2.7279,TEC-PH-10004774,Technology,Phones,Gear Head AU3700S Headset,90.93
909,CA-2017-143259,12/30/2017,01-03-2018,Standard Class,PO-18865,3,Consumer,United States,New York City,New York,0.2,19.791,OFF-BI-10003684,Office Supplies,Binders,Wilson Jones Legal Size Ring Binders,52.776
910,CA-2017-137596,09-02-2017,09-07-2017,Standard Class,BE-11335,4,Home Office,United States,Jackson,Michigan,0,323.946,TEC-PH-10001494,Technology,Phones,Polycom CX600 IP Phone VoIP phone,1199.8
911,CA-2017-137596,09-02-2017,09-07-2017,Standard Class,BE-11335,7,Home Office,United States,Jackson,Michigan,0,829.3754,TEC-AC-10004666,Technology,Accessories,Maxell iVDR EX 500GB Cartridge,1928.78
912,CA-2017-137596,09-02-2017,09-07-2017,Standard Class,BE-11335,2,Home Office,United States,Jackson,Michigan,0,81.0474,OFF-ST-10003816,Office Supplies,Storage,Fellowes High-Stak Drawer Files,352.38
913,CA-2015-133627,5/31/2015,06-07-2015,Standard Class,SC-20050,6,Home Office,United States,Norwich,Connecticut,0,9.102,FUR-FU-10001935,Furniture,Furnishings,3M Hangers With Command Adhesive,22.2
